"Story","Title","Result","Date","Stability","Duration (s)"
": Como usuario pagador deseo consultar mis creditos ingresando documento y tipo documentos",": flujo normal consulta de creditos inicio","ERROR","2023-04-05T09:55:02.214262-05:00[America/Bogota]","0.0","6.37"
