"Story","Title","Result","Date","Stability","Duration (s)"
": Como usuario pagador deseo consultar mis creditos ingresando documento y tipo documentos",": flujo normal consulta de creditos inicio","PENDING","2023-04-05T09:20:43.2567817-05:00[America/Bogota]","0.0","0.25"
